Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.43512864,11.04121216,11.69303441,12.33661064,12.82221653,12.9814419,12.72040445,12.24048383,11.64167802,11.11841012,10.83226857,10.74015375,10.84983746,11.09705588,11.398665,11.70668401,12.04590862,12.39863001,12.73350947,12.98437827,13.08532089,13.07436223,12.90550982,12.61247458,12.21574279,11.70865124,11.08221899,10.3739585,9.643482996,8.998088141,8.526653656,8.193712686,8.042429871,8.027417674,8.12214926,8.339989863,8.751164257,9.247572227,9.769923559,10.1643768,10.2648121,10.0288129,9.535476784,8.864442294,8.188782702,7.663174617,7.287568504,7.04054214,6.891020524,6.773475184,6.641086293,6.508642913,6.385024339,6.273270397,6.184111326,6.126529759,6.09716533,6.091580487,6.103473183,6.123239065,6.142917223
China,CHN,Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.0544,66.6162,65.178,62.4794,59.7808,57.0822,54.3836,51.685,47.3522,43.0194,38.6866,34.3538,30.021,27.4542,24.8874,22.3206,19.7538,17.187,17.4096,17.6322,17.8548,18.0774,18.3,19.9864,21.6728,23.3592,25.0456,26.732,24.5392,22.3464,20.1536,17.9608,15.768,14.9452,14.1224,13.2996,12.4768,11.654,11.073,10.492,9.911,9.33,8.749,8.4572,8.1654,7.8736,7.5818,7.29,7.3074,7.3248,7.3422,7.3596,7.377,7.4286,7.4802,7.5318,7.5834,7.635,7.643,7.651,
China,CHN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.66,2.99,3.21,3.32,3.43,3.55,3.55,3.66,3.66,4.21,4.65,5.09,4.98,4.98,4.87,4.76,5.09,5.2,4.97,4.97,5.08,5.08,5.08,5.08,4.97,4.86,4.75,5.08,
China,CHN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,4.49,5.14,5.61,5.9,6.2,6.51,6.61,6.9,6.96,8.06,8.93,9.79,9.58,9.59,9.39,9.2,9.87,10.14,9.8,9.91,10.28,10.45,10.61,10.74,10.61,10.45,10.26,11.01,
China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.76,84.72,84.72,84.74,84.73,84.67,84.54,84.36,84.11,83.79,83.39,82.75,82.02,81.25,80.54,79.97,79.51,79.18,78.93,78.64,78.28,78.13,77.95,77.72,77.45,77.17,76.83,76.46,76.06,75.65,
China,CHN,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,82.84,,,,,,,,78.29,,,,,,,,,,67.92,,,,,,,,,,57.38,,,,,,,,,,
China,CHN,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39999962,21.70000076,22.39999962,22.70000076,23,23.5,23.70000076,23.5,23,22.5,22.29999924,21.39999962,21.60000038,22.5,23.79999924,25.20000076,26.79999924,27.20000076,27.79999924,28.70000076,29.5,30.29999924,30.10000038,29.89999962,29.18000031,28.79999924,28.11000061,28.31999969,27.42000008,
China,CHN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16,77.11,76.83,76.6,76.4,76.15,75.86,75.6,75.2,74.82,73.74,72.67,71.56,70.88,70.24,69.77,69.41,68.83,68.37,68.05,67.86,67.58,67.34,67.07,66.76,66.48,66.14,65.76,65.1,63.48
China,CHN,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,,96.3,,,92.3,,,88.9,,,80.6,,,70.5,,,60.7,,53.5,49.2,44.4,36.4,31.5,27.2,24,,,,
China,CHN,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,3.1,,,2.7,,,2.3,,,2.4,,,2.1,,2,2.1,2.1,2.5,2.5,2.6,2.7,,,,
China,CHN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98304564,0.96720493,1.10383987,1.24286163,1.28745568,1.35689592,1.37703073,1.42784166,1.72623491,2.1349082,2.18420982,2.32375598,2.53561926,2.68708181,2.78830409,2.94208264,2.89454412,2.91935277,3.018888,,
China,CHN,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,21.9,22.1,21.1,20.5,20.8,20.7,20.9,20.5,20.5,20.3,20.7,20.3,19.6,18.8,18.3,18,17.8,17.6,17.4,
China,CHN,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,7.4,,,13.3,,,6.1,,3.9,,9.9,,,6.5,,,,,7.5,,,,,,,,,,
China,CHN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,9.2,
China,CHN,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.3,,2.1,,2,,1.9,,1.8,,
China,CHN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,65,70,75,79,84,91,92,95,99,99,99,99,99,99,99,99,99,99,99,
China,CHN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.39257907,80.73117071,81.70316908,82.65152959,83.57525174,84.47221303,85.33264052,86.16127427,86.96359836,87.73783565,88.484768,89.19269032,89.86850345,90.51711232,91.13934479,91.73491778,92.30404657,92.84613551,,,
China,CHN,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.2,3.9,3.7,3.5,3.3,3.1,2.9,2.7,2.5,2.4,2.2,2.1,2,1.9,1.8,1.7,1.6,2,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1,1,1,0.9,
China,CHN,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,,,,,6.32,,,,,11.04,,,,,11.09,,,10.92,,
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,1.388739944,1.604760051,1.650820017,1.761150002,1.708500028,1.816570044,1.749539971,1.958840013,2.14805007,1.911900043,1.948809981,2.034480095,2.076920033,1.998630047,2.008140087,2.061549902,1.804250002,1.764179945,,,,1.65455997,1.657850027,1.985710025,1.841920018,1.853389978,,1.844329953,1.888039947,,,,,,,,,,,,,,,,,,,,3.511773702,
China,CHN,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,,,,,,,,,0.79125,,,1.48814,2.25756,2.89743,3.21721,3.37327,3.35311,4.15178,4.40629,5.90136,,,,7.33916,8.57496,8.15753,,,,,,,8.62926,,,11.41202,11.76455,12.63359,14.07175,15.96658,17.86136,20.45389,22.47211,14.67141,17.53158,17.14973,16.73773,19.61024,19.94105,19.48791,,,,,,,,,
China,CHN,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,24.45764923,24.55228996,24.83633041,25.31250954,26.15612984,26.26505089,27.74366951,28.12675095,28.41641998,28.81336021,29.38027,30.37054062,31.08633041,31.80392075,32.56901169,33.18214035,33.80054855,34.9253006,36.45386887,,,40.73460007,42.64305115,42.62136078,43.3655014,,,44.9901619,45.08337021,,47.43273163,48.36898041,48.97826004,49.61936951,50.28461838,51.03467941,51.90579987,52.66289902,53.62427902,54.71240997,55.70018005,
China,CHN,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,6.647880077,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31599998,,,,,,,,,,
China,CHN,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13819027,,7.557919979,,6.172709942,6.846859932,7.758890152,9.106940269,10.4469099,11.32021999,11.62940025,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.05422211,93.74169922,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.12923,93.12264,,,,,107.83846,110.63167,,,95.59041,99.97687,101.49513,100.96838,99.81012,103.11318,,104.43849,102.26367,98.88078,102.60545,103.20738,103.25703,,
China,CHN,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,95.20854187,,,,,,,,96.97692871,,,,,,,,,,99.19846344,,,,,,,,,,99.68962097,,,,,,,,99.78379059,,
China,CHN,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.03974478,,,,,,,
China,CHN,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323546454,0.304302922,0.290055374,0.259182172,0.284865857,0.327322934,0.343855332,0.344501887,0.338037057,0.329048885,0.328489134,0.328070143,0.32491013,0.327290031,0.340874601,0.346940371,0.359668127,0.39555524,0.457908875,0.46127899,0.491740715,0.545456582,0.564131604,0.591311016,0.61185172,0.621549138,0.600321656,0.619016865,0.639163187,0.609117383,0.606538637
China,CHN,Gross savings (current LCU),NY.GNS.ICTR.CN,,,,,,,,,,,,,,,,,,,,,,,1.81636E+11,1.99594E+11,2.53993E+11,3.21003E+11,3.65761E+11,4.53306E+11,5.76539E+11,6.16351E+11,6.92525E+11,8.47242E+11,1.10425E+12,1.48783E+12,2.02802E+12,2.42477E+12,2.78343E+12,3.16805E+12,3.267E+12,3.31084E+12,3.58397E+12,4.13179E+12,4.73277E+12,5.82855E+12,7.39162E+12,8.6082E+12,1.05902E+13,1.3579E+13,1.65329E+13,1.75559E+13,2.11527E+13,2.40229E+13,2.62102E+13,2.80936E+13,3.06438E+13,3.13547E+13,3.31969E+13,3.74062E+13,4.08033E+13,4.32255E+13,
China,CHN,GNI (current US$),NY.GNP.MKTP.CD,59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,1.13688E+11,1.38544E+11,1.44182E+11,1.63432E+11,1.5394E+11,1.74938E+11,1.49541E+11,1.78281E+11,1.91149E+11,1.95783E+11,2.05361E+11,2.31563E+11,2.61221E+11,3.10328E+11,3.00735E+11,2.72794E+11,3.1223E+11,3.47943E+11,3.61823E+11,3.84152E+11,4.2713E+11,4.43809E+11,5.63289E+11,7.22773E+11,8.5131E+11,9.506E+11,1.0124E+12,1.07953E+12,1.19668E+12,1.32022E+12,1.4556E+12,1.65007E+12,1.95022E+12,2.26986E+12,2.74699E+12,3.55838E+12,4.62287E+12,5.09317E+12,6.06109E+12,7.48112E+12,8.51241E+12,9.49258E+12,1.0489E+13,1.10198E+13,1.11883E+13,1.23007E+13,1.38199E+13,1.42461E+13,1.46237E+13
China,CHN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61639E+12,1.76611E+12,2.01733E+12,2.29741E+12,2.59692E+12,2.88138E+12,3.16729E+12,3.45985E+12,3.7313E+12,4.01718E+12,4.35825E+12,4.72154E+12,5.15279E+12,5.67002E+12,6.24347E+12,6.95489E+12,7.83961E+12,8.95526E+12,9.8195E+12,1.07424E+13,1.1885E+13,1.30201E+13,1.40439E+13,1.51346E+13,1.62585E+13,1.74033E+13,1.85952E+13,1.9887E+13,2.12294E+13,2.24925E+13,2.30098E+13
China,CHN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81992121,29.49810749,31.47876882,34.05698167,39.22882877,47.316632,53.78277928,57.28227986,58.20828729,57.68426623,56.95567995,58.13055751,59.32051877,59.67768707,61.23120332,65.4879921,68.04447583,70.71627579,76.19656546,82.13635141,81.96424835,87.60451995,94.67918456,96.88636235,98.98237288,100.0029442,100,101.407346,105.6995965,109.3988156,111.1276201,
China,CHN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,22.90567824,22.32510414,24.56036148,25.88750425,25.25219878,27.33497713,28.99724669,26.4549075,26.83749754,28.48934005,31.18902866,31.28075489,30.74775185,29.20259549,28.06185685,28.42779068,26.52017939,24.91364383,24.27682334,26.23200544,27.96379138,31.19963069,34.44723989,34.74870562,36.32560701,37.79992815,38.5011447,36.60265155,36.96722018,33.16877288,31.75347515,30.07812025,29.68237278,27.59999634,27.34893053,28.63166959,27.89296985,26.99320185,
China,CHN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,1.6102769,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.7,1.7,1.8,1.8,1.7,1.7,1.8,1.6,1.6,1.6,1.7861795,1.7861795,1.5,1.5,1.8,1.7,1.7,2.0359013,2.0030148,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,
China,CHN,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,1.95583E+11,1.13634E+11,1.01588E+11,1.16319E+11,1.4598E+11,1.81015E+11,2.21201E+11,1.89569E+11,1.72129E+11,2.28931E+11,3.08141E+11,3.46351E+11,3.69556E+11,4.00229E+11,4.05833E+11,4.69548E+11,4.58279E+11,5.18772E+11,5.98124E+11,6.47317E+11,7.34638E+11,7.48473E+11,7.90204E+11,8.72258E+11,9.98068E+11,1.18171E+12,1.30246E+12,1.47954E+12,1.69169E+12,1.75511E+12,1.81083E+12,2.06046E+12,2.49386E+12,2.98626E+12,3.52802E+12,4.01577E+12,4.50137E+12,4.97302E+12,5.41578E+12,5.86004E+12,6.41521E+12,6.95994E+12,7.64861E+12,8.61748E+12,9.57798E+12,1.07396E+13,1.21842E+13,1.4018E+13,1.53972E+13,1.6982E+13,1.9136E+13,2.11813E+13,2.29529E+13,2.47862E+13,2.65598E+13,2.81339E+13,2.98308E+13,3.15813E+13,3.34107E+13,3.50393E+13,3.59503E+13
China,CHN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,1.400000005,4.499999996,11.3,12.90000001,9.699999996,7.200000006,1.899999995,-1.599999991,0.799999989,7.700000007,1.900000001,-0.900000006,8.999999999,4.099999999,2.000000009,-1.800000006,-2.200000003,-1.113120876,6.13443148,-1.482469645,6.982534407,11.52882427,8.32589347,12.88061345,1.843879446,3.318687285,4.704184691,2.543933095,3.074999733,7.327732141,2.353530192,4.651003019,4.649179411,3.945545735,4.942642538,5.0398939,3.436640445,3.432994566,2.731373302,2.328518037,2.638071238,2.699946552,2.37205637,6.105019968,5.073914398,4.755278298,3.523649902,5.156004666,4.002425781,4.251069686,4.174289253,4.466541956,3.807199829,4.050468237,3.898521466,3.277813557,3.961291,3.4829175,3.085553092,3
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,39.58464578,22.80526327,15.73732059,21.76186304,24.34744351,27.10143174,30.45445009,23.86259492,24.9353816,25.00873278,32.86947671,33.63782808,31.24831526,32.95602337,33.20619444,35.03571856,33.21976061,33.87895996,37.60381373,36.29690312,34.60519308,32.94874956,31.98010242,31.92586289,34.37840615,39.06410689,37.72700169,37.32087978,39.07830939,37.20868678,34.15784885,35.23636005,39.07186801,43.28314976,40.05028547,38.8377198,37.54172047,35.52294565,34.81368233,34.10970891,33.57302849,35.54159672,36.15344344,39.62013059,41.84719726,40.34614955,39.9103387,40.48219017,42.26902681,45.35623583,46.5561547,46.6601211,46.2252656,46.39894934,45.82395276,43.23480666,42.63137693,43.01329739,43.7934746,43.25110574,
China,CHN,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66938E+11,1.23051E+12,1.54322E+12,1.82742E+12,2.09017E+12,2.24418E+12,2.53909E+12,2.67642E+12,2.96821E+12,3.36976E+12,3.8655E+12,4.63089E+12,5.64066E+12,6.54662E+12,7.47472E+12,9.07733E+12,1.09988E+13,1.33384E+13,1.58484E+13,1.90584E+13,2.12577E+13,2.361E+13,2.49099E+13,2.526E+13,2.63552E+13,2.96081E+13,3.2337E+13,,
China,CHN,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16274E+11,8.03021E+11,8.63717E+11,9.50443E+11,1.07394E+12,1.20478E+12,1.29318E+12,1.41525E+12,1.50624E+12,1.62602E+12,1.82288E+12,2.0091E+12,2.26956E+12,2.45476E+12,2.71345E+12,2.97744E+12,3.3406E+12,3.61683E+12,3.88327E+12,4.19151E+12,4.5761E+12,4.95922E+12,5.31091E+12,5.72931E+12,6.08978E+12,6.03435E+12
China,CHN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,,3.31,,3.46,,3.503218,,3.704961,,3.54,,
China,CHN,Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54616,56678,57566,57583,57394,58656,59079,59530,60446,61015,62200,63411.7,63636.5,60809,65491,66239,66041,66298,66585,66989,67212,83717,67278,67515,68141,
China,CHN,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,28.39256866,31.10300081,33.12971613,33.47008547,33.97009967,39.99527522,38.0639695,33.42318059,30.23660404,34.17832168,38.75713658,42.60371179,44.77803595,47.36852386,49.59400982,21.00374011,20.20749483,21.35834078,20.69669162,19.84031402,20.02396921,30.3664776,32.67160546,37.57146381,36.31208215,27.62760963,25.11137734,27.8179024,25.82754412,24.19640287,24.94097828,25.10664754,20.1955135,20.78662596,21.44463043,18.24298755,17.42184875,14.75942632,6.116547243
